"","X..","lvl1Hint","studentID","currPrb","state","elTime","levelsPresented","lvl1HintFollowed","stateChangedB4FollowHint","lvl1_timeCost","diffRulesApplied","diffNodesHighlighted","nodesDerived","numRestart","numDiffNodeInResult"
"1205",NA,"Try to derive (A>D)","smschnei","5.1.1.0","((A>-B)+C)[1;0;Given],-C[2;0;Given],(D+B)[3;0;Given],(A>-B)[4;2,1;Disjunctive Syllogism],(--B>-A)[5;4;Contrapositive],(B>-A)[6;5;Double Negation],(-D>B)[7;3;Implication],(-D>-A)[8;6,7;Hypothetical Syllogism]/(-D>-A)","50.024",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"1206",NA,"Try to derive (A>D)","smschnei","5.1.1.0","((A>-B)+C)[1;0;Given],-C[2;0;Given],(D+B)[3;0;Given],(A>-B)[4;2,1;Disjunctive Syllogism],(--B>-A)[5;4;Contrapositive],(B>-A)[6;5;Double Negation],(-D>B)[7;3;Implication],(-D>-A)[8;6,7;Hypothetical Syllogism]/(-D>-A)","50.494",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"1207",NA,"Try to derive (A>D)","smschnei","5.1.1.0","((A>-B)+C)[1;0;Given],-C[2;0;Given],(D+B)[3;0;Given],(A>-B)[4;2,1;Disjunctive Syllogism],(--B>-A)[5;4;Contrapositive],(B>-A)[6;5;Double Negation],(-D>B)[7;3;Implication],(-D>-A)[8;6,7;Hypothetical Syllogism]/(-D>-A)","50.277",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"1208",NA,"Try to derive (A>D)","smschnei","5.1.1.0","((A>-B)+C)[1;0;Given],-C[2;0;Given],(D+B)[3;0;Given],(A>-B)[4;2,1;Disjunctive Syllogism],(--B>-A)[5;4;Contrapositive],(B>-A)[6;5;Double Negation],(-D>B)[7;3;Implication],(-D>-A)[8;6,7;Hypothetical Syllogism]/(-D>-A)","51.089",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"1209",NA,"Try to derive B>-A","smschnei","5.1.1.0","((A>-B)+C)[1;0;Given],-C[2;0;Given],(D+B)[3;0;Given]/(-D>-A)","13.754",1,TRUE,2,22.136,3,2,2,0,2
"1210",NA,"Try to derive ((Y>P)*(P>Y))","smschnei","6.-1.3.0","(Y=P)[1;0;Given],(-Y>-C)[2;0;Given],(-P=-C)[3;0;Given],((-P>-C)*(-C>-P))[4;3;Equivalence]/(Y>C)","75.994",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"1211",NA,"Try to derive (S+L)","dlissac","1.0.2.0","(B*(S+L))[1;0;Given],(-U>-L)[2;0;Given],-U[3;0;Given],-L[4;3,2;Modus Ponens]/S","100.857",1,TRUE,0,0,0,1,0,0,0
"1212",NA,"Try to derive (B*(S+L))","dlissac","1.0.2.0","(B*(S+L))[1;0;Given],(-U>-L)[2;0;Given],-U[3;0;Given],-L[4;3,2;Modus Ponens],(S+L)[5;1;Simplification]/S","210.664",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"1213",NA,"Try to derive (B*(S+L))","dlissac","1.0.2.0","(B*(S+L))[1;0;Given],(-U>-L)[2;0;Given],-U[3;0;Given],-L[4;3,2;Modus Ponens],(S+L)[5;1;Simplification]/S","212.065",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"1214",NA,"Try to derive (B*(S+L))","dlissac","1.0.2.0","(B*(S+L))[1;0;Given],(-U>-L)[2;0;Given],-U[3;0;Given],-L[4;3,2;Modus Ponens],(S+L)[5;1;Simplification]/S","225.794",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"1215",NA,"Try to derive (B*(S+L))","dlissac","1.0.2.0","(B*(S+L))[1;0;Given],(-U>-L)[2;0;Given],-U[3;0;Given],-L[4;3,2;Modus Ponens],(S+L)[5;1;Simplification]/S","226.537",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"1216",NA,"Try to derive -W","dlissac","1.0.3.0","((W+-R)*N)[1;0;Given],((G+Z)>-W)[2;0;Given],Z[3;0;Given]/-R","1315.38",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"1217",NA,"Try to derive -W","dlissac","1.0.3.0","((W+-R)*N)[1;0;Given],((G+Z)>-W)[2;0;Given],Z[3;0;Given]/-R","1850.4",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"1218",NA,"Try to derive -W","dlissac","1.0.3.0","((W+-R)*N)[1;0;Given],((G+Z)>-W)[2;0;Given],Z[3;0;Given]/-R","1871.66",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"1219",NA,"Try to derive -W","dlissac","1.0.3.0","((W+-R)*N)[1;0;Given],((G+Z)>-W)[2;0;Given],Z[3;0;Given]/-R","3.198",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"1220",NA,"Try to derive -W","dlissac","1.0.3.0","((W+-R)*N)[1;0;Given],((G+Z)>-W)[2;0;Given],Z[3;0;Given],(--W>-(G+Z))[4;2;Contrapositive]/-R","31.402",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"1221",NA,"Try to derive -W","dlissac","1.0.3.0","((W+-R)*N)[1;0;Given],((G+Z)>-W)[2;0;Given],Z[3;0;Given],(--W>-(G+Z))[4;2;Contrapositive],(W>-(G+Z))[5;4;Double Negation]/-R","64.376",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"1222",NA,"Try to derive -W","dlissac","1.0.3.0","((W+-R)*N)[1;0;Given],((G+Z)>-W)[2;0;Given],Z[3;0;Given],(--W>-(G+Z))[4;2;Contrapositive],(W>-(G+Z))[5;4;Double Negation],(W>(-G*-Z))[6;5;DeMorgan's Law],(-W+(-G*-Z))[7;6;Implication]/-R","213.003",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"1223",NA,"Try to derive -W","dlissac","1.0.3.0","((W+-R)*N)[1;0;Given],((G+Z)>-W)[2;0;Given],Z[3;0;Given],(--W>-(G+Z))[4;2;Contrapositive],(W>-(G+Z))[5;4;Double Negation],(W>(-G*-Z))[6;5;DeMorgan's Law],(-W+(-G*-Z))[7;6;Implication],((-W+-G)*(-W+-Z))[8;7;Distributive]/-R","387.604",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"1224",NA,"Try to derive -W","dlissac","1.0.3.0","((W+-R)*N)[1;0;Given],((G+Z)>-W)[2;0;Given],Z[3;0;Given],(--W>-(G+Z))[4;2;Contrapositive],(W>-(G+Z))[5;4;Double Negation],(W>(-G*-Z))[6;5;DeMorgan's Law],(-W+(-G*-Z))[7;6;Implication],((-W+-G)*(-W+-Z))[8;7;Distributive],(((-W+-G)*(-W+-Z))*Z)[9;8,3;Conjunction]/-R","557.806",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"1225",NA,"Try to derive -W","dlissac","1.0.3.0","((W+-R)*N)[1;0;Given],((G+Z)>-W)[2;0;Given],Z[3;0;Given]/-R","24.652",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"1226",NA,"Try to derive -W","dlissac","1.0.3.0","((W+-R)*N)[1;0;Given],((G+Z)>-W)[2;0;Given],Z[3;0;Given],((Z+G)>-W)[4;2;Commutative]/-R","51.584",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"1227",NA,"Try to derive -W","dlissac","1.0.3.0","((W+-R)*N)[1;0;Given],((G+Z)>-W)[2;0;Given],Z[3;0;Given],(-(G+Z)+-W)[4;2;Implication]/-R","45.113",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"1228",NA,"Try to derive -W","dlissac","1.0.3.0","((W+-R)*N)[1;0;Given],((G+Z)>-W)[2;0;Given],Z[3;0;Given],(-(G+Z)+-W)[4;2;Implication],((-G*-Z)+-W)[5;4;DeMorgan's Law]/-R","113.602",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"1229",NA,"Try to derive -W","dlissac","1.0.3.0","((W+-R)*N)[1;0;Given],((G+Z)>-W)[2;0;Given],Z[3;0;Given]/-R","349.434",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"1230",NA,"Try to derive -W","dlissac","1.0.3.0","((W+-R)*N)[1;0;Given],((G+Z)>-W)[2;0;Given],Z[3;0;Given]/-R","350.448",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"1231",NA,"Try to derive -W","dlissac","1.0.3.0","((W+-R)*N)[1;0;Given],((G+Z)>-W)[2;0;Given],Z[3;0;Given]/-R","350.751",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"1232",NA,"Try to derive -W","dlissac","1.0.3.0","((W+-R)*N)[1;0;Given],((G+Z)>-W)[2;0;Given],Z[3;0;Given]/-R","350.95",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"1233",NA,"Try to derive -W","dlissac","1.0.3.0","((W+-R)*N)[1;0;Given],((G+Z)>-W)[2;0;Given],Z[3;0;Given]/-R","351.121",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"1234",NA,"Try to derive -W","dlissac","1.0.3.0","((W+-R)*N)[1;0;Given],((G+Z)>-W)[2;0;Given],Z[3;0;Given]/-R","351.3",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"1235",NA,"Try to derive -W","dlissac","1.0.3.0","((W+-R)*N)[1;0;Given],((G+Z)>-W)[2;0;Given],Z[3;0;Given]/-R","351.496",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"1236",NA,"Try to derive -W","dlissac","1.0.3.0","((W+-R)*N)[1;0;Given],((G+Z)>-W)[2;0;Given],Z[3;0;Given]/-R","351.672",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"1237",NA,"Try to derive -W","dlissac","1.0.3.0","((W+-R)*N)[1;0;Given],((G+Z)>-W)[2;0;Given],Z[3;0;Given]/-R","351.859",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"1238",NA,"Try to derive -W","dlissac","1.0.3.0","((W+-R)*N)[1;0;Given],((G+Z)>-W)[2;0;Given],Z[3;0;Given]/-R","352.055",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"1239",NA,"Try to derive -W","dlissac","1.0.3.0","((W+-R)*N)[1;0;Given],((G+Z)>-W)[2;0;Given],Z[3;0;Given]/-R","352.363",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"1240",NA,"Try to derive -W","dlissac","1.0.3.0","((W+-R)*N)[1;0;Given],((G+Z)>-W)[2;0;Given],Z[3;0;Given]/-R","352.547",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"1241",NA,"Try to derive -W","dlissac","1.0.3.0","((W+-R)*N)[1;0;Given],((G+Z)>-W)[2;0;Given],Z[3;0;Given]/-R","352.749",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"1242",NA,"Try to derive -W","dlissac","1.0.3.0","((W+-R)*N)[1;0;Given],((G+Z)>-W)[2;0;Given],Z[3;0;Given]/-R","352.918",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"1243",NA,"Try to derive -W","dlissac","1.0.3.0","((W+-R)*N)[1;0;Given],((G+Z)>-W)[2;0;Given],Z[3;0;Given]/-R","353.147",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"1244",NA,"Try to derive -W","dlissac","1.0.3.0","((W+-R)*N)[1;0;Given],((G+Z)>-W)[2;0;Given],Z[3;0;Given],--R[4;;Negation of Conclusion]/#","40.918",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"1245",NA,"Try to derive -W","dlissac","1.0.3.0","((W+-R)*N)[1;0;Given],((G+Z)>-W)[2;0;Given],Z[3;0;Given],--R[4;;Negation of Conclusion],R[5;4;Double Negation]/#","120.089",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"1246",NA,"Try to derive -W","dlissac","1.0.3.0","((W+-R)*N)[1;0;Given],((G+Z)>-W)[2;0;Given],Z[3;0;Given],--R[4;;Negation of Conclusion],R[5;4;Double Negation]/#","408.709",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"1247",NA,"Try to derive -W","dlissac","1.0.3.0","((W+-R)*N)[1;0;Given],((G+Z)>-W)[2;0;Given],Z[3;0;Given],--R[4;;Negation of Conclusion],R[5;4;Double Negation],(W+-R)[6;1;Simplification]/#","496.308",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"1248",NA,"Try to derive -W","dlissac","1.0.3.0","((W+-R)*N)[1;0;Given],((G+Z)>-W)[2;0;Given],Z[3;0;Given],--R[4;;Negation of Conclusion],R[5;4;Double Negation],(W+-R)[6;1;Simplification]/#","731.391",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"1249",NA,"Try to derive -W","dlissac","1.0.3.0","((W+-R)*N)[1;0;Given],((G+Z)>-W)[2;0;Given],Z[3;0;Given],--R[4;;Negation of Conclusion],R[5;4;Double Negation],(W+-R)[6;1;Simplification]/#","732.407",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"1250",NA,"Try to derive -W","dlissac","1.0.3.0","((W+-R)*N)[1;0;Given],((G+Z)>-W)[2;0;Given],Z[3;0;Given],(-(G+Z)+-W)[4;2;Implication]/-R","327.586",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"1251",NA,"Try to derive -W","dlissac","1.0.3.0","((W+-R)*N)[1;0;Given],((G+Z)>-W)[2;0;Given],Z[3;0;Given],(-(G+Z)+-W)[4;2;Implication],((-G*-Z)+-W)[5;4;DeMorgan's Law]/-R","397.5",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"1252",NA,"Try to derive -W","dlissac","1.0.3.0","((W+-R)*N)[1;0;Given],((G+Z)>-W)[2;0;Given],Z[3;0;Given],--R[4;;Negation of Conclusion],R[5;4;Double Negation],(W+-R)[6;1;Simplification]/#","160.596",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"1253",NA,"Try to derive -W","dlissac","1.0.3.0","((W+-R)*N)[1;0;Given],((G+Z)>-W)[2;0;Given],Z[3;0;Given],--R[4;;Negation of Conclusion],(W+-R)[5;1;Simplification],W[6;5,4;Disjunctive Syllogism]/#","167.695",1,TRUE,3,5644.085,12,6,3,0,3
"1254",NA,"Try to derive -W","dlissac","1.0.3.0","((W+-R)*N)[1;0;Given],((G+Z)>-W)[2;0;Given],Z[3;0;Given],--R[4;;Negation of Conclusion],(W+-R)[5;1;Simplification],W[6;5,4;Disjunctive Syllogism],(-(G+Z)+-W)[7;2;Implication],((-G*-Z)+-W)[8;7;DeMorgan's Law]/#","713.695",1,TRUE,1,5098.085,8,4,1,0,1
"1255",NA,"Try to derive -W","dlissac","1.0.3.0","((W+-R)*N)[1;0;Given],((G+Z)>-W)[2;0;Given],Z[3;0;Given],--R[4;;Negation of Conclusion],(W+-R)[5;1;Simplification],W[6;5,4;Disjunctive Syllogism],(-(G+Z)+-W)[7;2;Implication],((-G*-Z)+-W)[8;7;DeMorgan's Law],--W[9;6;Double Negation]/#","5823.04",1,TRUE,0,0,1,0,0,0,0
"1256",NA,"Try to derive -W","dlissac","1.0.3.0","((W+-R)*N)[1;0;Given],((G+Z)>-W)[2;0;Given],Z[3;0;Given],--R[4;;Negation of Conclusion],(W+-R)[5;1;Simplification],W[6;5,4;Disjunctive Syllogism],(-(G+Z)+-W)[7;2;Implication],((-G*-Z)+-W)[8;7;DeMorgan's Law],--W[9;6;Double Negation],-(G+Z)[10;9,2;Modus Tollens],(-G*-Z)[11;10;DeMorgan's Law]/#","5914.39",1,TRUE,0,0,0,0,0,0,0
"1257",NA,"Try to derive F","dlissac","2.-1.1.0","((F+G)>H)[1;0;Given],(I+F)[2;0;Given],(-I*J)[3;0;Given]/H","40.564",1,TRUE,2,14.684,2,2,2,0,2
"1258",NA,"Try to derive (M*N)","dlissac","2.-1.2.0","((-K+L)>(M*N))[1;0;Given],(K>O)[2;0;Given],-O[3;0;Given]/N","11.251",1,TRUE,0,0,0,1,0,0,0
"1259",NA,"Try to derive -Z","dlissac","3.-1.1.0","(K+J)[1;0;Given],(-Z*-R)[2;0;Given],(J>Z)[3;0;Given]/((J+L)+K)","67.809",1,TRUE,1,3.798,1,1,1,0,1
"1260",NA,"Try to derive (J+K)","dlissac","3.-1.1.0","(K+J)[1;0;Given],(-Z*-R)[2;0;Given],(J>Z)[3;0;Given],-Z[4;2;Simplification],-J[5;4,3;Modus Tollens]/((J+L)+K)","93.965",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"1261",NA,"Try to derive (J+K)","dlissac","3.-1.1.0","(K+J)[1;0;Given],(-Z*-R)[2;0;Given],(J>Z)[3;0;Given],-Z[4;2;Simplification],-J[5;4,3;Modus Tollens],K[6;5,1;Disjunctive Syllogism]/((J+L)+K)","144.321",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"1262",NA,"Try to derive (J+K)","dlissac","3.-1.1.0","(K+J)[1;0;Given],(-Z*-R)[2;0;Given],(J>Z)[3;0;Given],-Z[4;2;Simplification],-J[5;4,3;Modus Tollens],K[6;5,1;Disjunctive Syllogism]/((J+L)+K)","152.269",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"1263",NA,"Try to derive -J","dlissac","3.-1.1.0","(K+J)[1;0;Given],(-Z*-R)[2;0;Given],(J>Z)[3;0;Given]/((J+L)+K)","1.91",1,TRUE,2,15.724,2,2,2,0,2
"1264",NA,"Try to derive (J+K)","dlissac","3.-1.1.0","(K+J)[1;0;Given],(-Z*-R)[2;0;Given],(J>Z)[3;0;Given],-Z[4;2;Simplification],-J[5;4,3;Modus Tollens]/((J+L)+K)","19.499",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"1265",NA,"Try to derive -(R*N)","dlissac","4.1.1.0","((R*N)>O)[1;0;Given],(-O*(-W>A))[2;0;Given],((U>K)+(R*N))[3;0;Given],(K>-W)[4;0;Given]/(U>A)","44.198",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"1266",NA,"Try to derive (K>A)","dlissac","4.1.1.0","((R*N)>O)[1;0;Given],(-O*(-W>A))[2;0;Given],((U>K)+(R*N))[3;0;Given],(K>-W)[4;0;Given],-O[5;2;Simplification],-(R*N)[6;1,5;Modus Tollens]/(U>A)","99.615",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"1267",NA,"Try to derive (K>A)","dlissac","4.1.1.0","((R*N)>O)[1;0;Given],(-O*(-W>A))[2;0;Given],((U>K)+(R*N))[3;0;Given],(K>-W)[4;0;Given],-O[5;2;Simplification],-(R*N)[6;1,5;Modus Tollens],(-W>A)[7;2;Simplification]/(U>A)","126.652",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"1268",NA,"Try to derive B>-A","dlissac","5.1.1.0","((A>-B)+C)[1;0;Given],-C[2;0;Given],(D+B)[3;0;Given]/(-D>-A)","10.489",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"1269",NA,"Try to derive (-D>B)","dlissac","5.1.1.0","((A>-B)+C)[1;0;Given],-C[2;0;Given],(D+B)[3;0;Given],(A>-B)[4;1,2;Disjunctive Syllogism]/(-D>-A)","31.818",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"1270",NA,"Try to derive (B>-A)","dlissac","5.1.1.0","((A>-B)+C)[1;0;Given],-C[2;0;Given],(D+B)[3;0;Given],(A>-B)[4;1,2;Disjunctive Syllogism],(-A+-B)[5;4;Implication],(-D>B)[6;3;Implication]/(-D>-A)","90.626",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"1271",NA,"Try to derive (B>-A)","dlissac","5.1.1.0","((A>-B)+C)[1;0;Given],-C[2;0;Given],(D+B)[3;0;Given],(A>-B)[4;1,2;Disjunctive Syllogism],(-A+-B)[5;4;Implication],(-D>B)[6;3;Implication],(-B+-A)[7;5;Commutative],(--B>-A)[8;4;Contrapositive],((-D+--B)>(B+-A))[9;6,8;Constructive Dilemma]/(-D>-A)","384.466",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"1272",NA,"Try to derive -W","pbwilli2","1.0.3.0","((W+-R)*N)[1;0;Given],((G+Z)>-W)[2;0;Given],Z[3;0;Given]/-R","198.468",1,TRUE,4,106.41,9,2,3,1,2
"1273",NA,"Try to derive -W","pbwilli2","1.0.3.0","((W+-R)*N)[1;0;Given],((G+Z)>-W)[2;0;Given],Z[3;0;Given]/-R","651.631",1,TRUE,4,-346.753,9,3,3,1,2
"1274",NA,"Try to derive -W","pbwilli2","1.0.3.0","((W+-R)*N)[1;0;Given],((G+Z)>-W)[2;0;Given],Z[3;0;Given]/-R","12.179",1,TRUE,4,292.699,9,3,3,0,2
"1275",NA,"Try to derive -W","pbwilli2","1.0.3.0","((W+-R)*N)[1;0;Given],((G+Z)>-W)[2;0;Given],Z[3;0;Given]/-R","296.381",1,TRUE,4,8.49700000000001,9,3,3,0,2
"1276",NA,"Try to derive -W","pbwilli2","1.0.3.0","((W+-R)*N)[1;0;Given],((G+Z)>-W)[2;0;Given],Z[3;0;Given]/-R","296.913",1,TRUE,4,7.96499999999997,9,3,3,0,2
"1277",NA,"Try to derive -W","pbwilli2","1.0.3.0","((W+-R)*N)[1;0;Given],((G+Z)>-W)[2;0;Given],Z[3;0;Given]/-R","12.111",1,TRUE,4,292.767,8,3,3,0,2
"1278",NA,"Try to derive -W","pbwilli2","1.0.3.0","((W+-R)*N)[1;0;Given],((G+Z)>-W)[2;0;Given],Z[3;0;Given],(G+Z)[4;3;Addition],--(G+Z)[5;4;Double Negation],-(-G*-Z)[6;5;DeMorgan's Law]/-R","172.233",1,TRUE,2,132.645,3,2,1,0,-1
"1279",NA,"Try to derive K","pbwilli2","2.-1.3.0","(L*K)[1;0;Given],((K*O)>(Q>P))[2;0;Given],O[3;0;Given],(P>R)[4;0;Given]/(Q>R)","14.164",1,TRUE,3,61.795,2,4,3,0,1
"1280",NA,"Try to derive -D","pbwilli2","3.-1.2.0","(C*-F)[1;0;Given],(-C>F)[2;0;Given],(-F>-(-K+-Z))[3;0;Given],(D>(-K+-Z))[4;0;Given]/(-C+-D)","70.794",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"1281",NA,"Try to derive -D","pbwilli2","3.-1.2.0","undefined","5.886",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"1282",NA,"Try to derive -D","pbwilli2","3.-1.2.0","(C*-F)[1;0;Given],(-C>F)[2;0;Given],(-F>-(-K+-Z))[3;0;Given],(D>(-K+-Z))[4;0;Given],(-F>--(K*Z))[5;3;DeMorgan's Law],(-F>(K*Z))[6;5;Double Negation],(D>-(K*Z))[7;4;DeMorgan's Law]/(-C+-D)","230.962",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"1283",NA,"Try to derive -D","pbwilli2","3.-1.2.0","(C*-F)[1;0;Given],(-C>F)[2;0;Given],(-F>-(-K+-Z))[3;0;Given],(D>(-K+-Z))[4;0;Given],(D>-(K*Z))[5;4;DeMorgan's Law],(--(K*Z)>-D)[6;5;Contrapositive],((K*Z)>-D)[7;6;Double Negation],(-F>--(K*Z))[8;3;DeMorgan's Law],(-F>(K*Z))[9;8;Double Negation],(-F>-D)[10;9,7;Hypothetical Syllogism]/(-C+-D)","86.088",1,TRUE,2,39.239,3,0,1,0,2
"1284",NA,"Try to derive -D","pbwilli2","3.-1.2.0","(C*-F)[1;0;Given],(-C>F)[2;0;Given],(-F>-(-K+-Z))[3;0;Given],(D>(-K+-Z))[4;0;Given],(D>-(K*Z))[5;4;DeMorgan's Law],(--(K*Z)>-D)[6;5;Contrapositive],((K*Z)>-D)[7;6;Double Negation],(-F>--(K*Z))[8;3;DeMorgan's Law],(-F>(K*Z))[9;8;Double Negation],(-F>-D)[10;9,7;Hypothetical Syllogism],-F[11;1;Simplification],-D[12;11,10;Modus Ponens]/(-C+-D)","132.344",1,TRUE,0,0,0,0,0,0,0
"1285",NA,"Try to derive (I*Q)","pbwilli2","3.-1.3.0","((S>Y)+(I*Q))[1;0;Given],((I*Q)>D)[2;0;Given],-D[3;0;Given],((S>Y)>D)[4;0;Given],-(I*Q)[5;3,2;Modus Tollens]/Y","66.893",1,TRUE,0,0,0,0,0,0,0
"1286",NA,"Try to derive S","pbwilli2","3.-1.3.0","((S>Y)+(I*Q))[1;0;Given],((I*Q)>D)[2;0;Given],-D[3;0;Given],((S>Y)>D)[4;0;Given],-(I*Q)[5;3,2;Modus Tollens],(S>Y)[6;5,1;Disjunctive Syllogism],(-S+Y)[7;6;Implication]/Y","120.742",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"1287",NA,"Try to derive S","pbwilli2","3.-1.3.0","((S>Y)+(I*Q))[1;0;Given],((I*Q)>D)[2;0;Given],-D[3;0;Given],((S>Y)>D)[4;0;Given],-(I*Q)[5;3,2;Modus Tollens],(S>Y)[6;5,1;Disjunctive Syllogism],(-S+Y)[7;6;Implication],((-S+Y)>D)[8;4;Implication]/Y","186.763",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"1288",NA,"Try to derive I*Q","pbwilli2","3.-1.3.0","((S>Y)+(I*Q))[1;0;Given],((I*Q)>D)[2;0;Given],-D[3;0;Given],((S>Y)>D)[4;0;Given],-(S>Y)[5;4,3;Modus Tollens],-(-S+Y)[6;5;Implication],(--S*-Y)[7;6;DeMorgan's Law],(S*-Y)[8;7;Double Negation]/Y","46.129",1,TRUE,1,7.429,1,1,2,0,1
"1289",NA,"Try to derive I*Q","pbwilli2","3.-1.3.0","((S>Y)+(I*Q))[1;0;Given],((I*Q)>D)[2;0;Given],-D[3;0;Given],((S>Y)>D)[4;0;Given],-(S>Y)[5;4,3;Modus Tollens],-(-S+Y)[6;5;Implication],(--S*-Y)[7;6;DeMorgan's Law],(S*-Y)[8;7;Double Negation],S[9;8;Simplification],-(I*Q)[10;3,2;Modus Tollens]/Y","57.241",1,TRUE,0,0,0,0,0,0,0
"1290",NA,"Try to derive (S>Y)","pbwilli2","3.-1.3.0","((S>Y)+(I*Q))[1;0;Given],((I*Q)>D)[2;0;Given],-D[3;0;Given],((S>Y)>D)[4;0;Given],-(S>Y)[5;4,3;Modus Tollens],-(-S+Y)[6;5;Implication],(--S*-Y)[7;6;DeMorgan's Law],(S*-Y)[8;7;Double Negation],S[9;8;Simplification],(I*Q)[10;5,1;Disjunctive Syllogism]/Y","252.585",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"1291",NA,"Try to derive B>-A","pbwilli2","5.1.1.0","((A>-B)+C)[1;0;Given],-C[2;0;Given],(D+B)[3;0;Given]/(-D>-A)","23.262",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"1292",NA,"Try to derive (-D>B)","pbwilli2","5.1.1.0","((A>-B)+C)[1;0;Given],-C[2;0;Given],(D+B)[3;0;Given],(C+(A>-B))[4;1;Commutative],(-C>(A>-B))[5;4;Implication],(A>-B)[6;2,5;Modus Ponens]/(-D>-A)","153.051",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"1293",NA,"Try to derive P>C","pbwilli2","6.-1.3.0","(Y=P)[1;0;Given],(-Y>-C)[2;0;Given],(-P=-C)[3;0;Given],((-P>-C)*(-C>-P))[4;3;Equivalence],((Y>P)*(P>Y))[5;1;Equivalence]/(Y>C)","30.287",1,TRUE,3,56.18,2,4,3,0,3
"1294",NA,"Try to derive P>C","pbwilli2","6.-1.3.0","(Y=P)[1;0;Given],(-Y>-C)[2;0;Given],(-P=-C)[3;0;Given],((-P>-C)*(-C>-P))[4;3;Equivalence],((Y>P)*(P>Y))[5;1;Equivalence]/(Y>C)","71.569",1,TRUE,2,14.898,2,3,3,0,2
"1295",NA,"Try to derive B*C","wlpayne","1.0.1.0","(A>(B*C))[1;0;Given],(A+D)[2;0;Given],(-D*E)[3;0;Given]/B","11.3",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"1296",NA,"Try to derive -D","wlpayne","1.0.1.0","(A>(B*C))[1;0;Given],(A+D)[2;0;Given],(-D*E)[3;0;Given]/B","17.352",1,FALSE,NA,NA,NA,NA,NA,NA,NA
